ell,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10
475,3.47253783845E-10,3.07435877344E-10,3.154874137096E-10,2.908230303919E-10,3.060292462597E-10,3.009486293135E-10,2.460832983688E-10,2.429847466237E-10,2.593800301438E-10,3.047496308383E-10
476,3.488947221993E-10,3.090169287996E-10,3.169398925108E-10,2.921544947615E-10,3.074365084977E-10,3.023828540549E-10,2.473656845498E-10,2.442917003525E-10,2.604328858384E-10,3.062473016571E-10
477,3.50529682845E-10,3.105976689706E-10,3.183827267205E-10,2.934758940241E-10,3.088321905628E-10,3.038100500069E-10,2.486643682123E-10,2.456009812224E-10,2.614704607631E-10,3.077418817829E-10
478,3.521575648448E-10,3.121773377464E-10,3.198149233165E-10,2.947863203377E-10,3.102157016717E-10,3.052295896206E-10,2.499782463329E-10,2.46911649393E-10,2.624923689221E-10,3.092326868631E-10
479,3.537772504228E-10,3.137551630273E-10,3.212354747303E-10,2.960848527559E-10,3.115864435141E-10,3.06640836522E-10,2.51306195416E-10,2.482227495174E-10,2.634982205998E-10,3.107190221949E-10
480,3.553876048792E-10,3.153303606627E-10,3.226433587744E-10,2.973705571637E-10,3.129438102179E-10,3.080431454691E-10,2.526470713833E-10,2.495333106617E-10,2.644876223458E-10,3.122001826734E-10
481,3.569874765056E-10,3.169021343905E-10,3.240375385708E-10,2.986424862127E-10,3.14287188314E-10,3.094358623086E-10,2.539997094641E-10,2.508423462249E-10,2.654601769604E-10,3.136754527396E-10
482,3.585756964997E-10,3.184696757759E-10,3.254169624782E-10,2.998996792562E-10,3.156159567015E-10,3.108183239335E-10,2.553629240845E-10,2.521488538586E-10,2.664154834799E-10,3.151441063283E-10
483,3.601510788807E-10,3.200321641503E-10,3.267805640201E-10,3.011411622852E-10,3.169294866121E-10,3.121898582396E-10,2.567355087579E-10,2.534518153865E-10,2.67353137162E-10,3.166054068166E-10
484,3.617124204042E-10,3.215887665501E-10,3.281272618124E-10,3.023659478629E-10,3.182271415756E-10,3.135497840824E-10,2.581162359745E-10,2.547501967239E-10,2.68272729471E-10,3.180586069713E-10
485,3.632585004769E-10,3.231386376557E-10,3.294559594914E-10,3.035730350606E-10,3.195082773843E-10,3.148974112345E-10,2.59503857091E-10,2.56042947798E-10,2.691738480632E-10,3.195029488979E-10
486,3.647880810719E-10,3.246809197305E-10,3.307655456413E-10,3.047614093926E-10,3.207722420582E-10,3.162320403424E-10,2.608971022208E-10,2.57329002467E-10,2.700560767721E-10,3.209376639875E-10
487,3.662999066438E-10,3.262147425598E-10,3.320548937223E-10,3.05930042752E-10,3.2201837581E-10,3.175529628833E-10,2.622946801237E-10,2.5860727844E-10,2.709189955939E-10,3.223619728659E-10
488,3.677928532731E-10,3.277392233897E-10,3.333230039121E-10,3.070780267521E-10,3.232460110096E-10,3.188594611225E-10,2.636954112027E-10,2.598766771965E-10,2.717621806727E-10,3.237750853412E-10
489,3.692663811626E-10,3.292534668659E-10,3.345694334301E-10,3.082049772547E-10,3.244544721495E-10,3.201508080699E-10,2.6509863108E-10,2.611360839065E-10,2.725852042857E-10,3.251762003518E-10
490,3.7072009546E-10,3.307565649727E-10,3.357938788962E-10,3.093106417713E-10,3.256430758094E-10,3.214262674374E-10,2.665037988324E-10,2.623843673496E-10,2.733876348289E-10,3.265645059146E-10
491,3.721535982376E-10,3.322475969719E-10,3.369960355765E-10,3.103947671492E-10,3.268111306212E-10,3.226850935957E-10,2.679103649287E-10,2.636205166316E-10,2.741690368022E-10,3.279391790731E-10
492,3.735664884828E-10,3.33725629342E-10,3.381755973814E-10,3.114570995735E-10,3.279579372341E-10,3.239265315313E-10,2.693177711862E-10,2.648440559509E-10,2.749289707945E-10,3.292993858453E-10
493,3.749583620879E-10,3.351897157166E-10,3.393322568654E-10,3.124973845701E-10,3.290827882791E-10,3.251498168035E-10,2.707254507279E-10,2.660546419608E-10,2.756669934695E-10,3.306442811719E-10
494,3.763288118399E-10,3.366388968236E-10,3.404657052263E-10,3.135153670078E-10,3.301849683343E-10,3.263541755013E-10,2.721328279391E-10,2.672519280714E-10,2.763826575505E-10,3.319730088646E-10
495,3.776774274112E-10,3.380722004244E-10,3.415756323038E-10,3.145107911007E-10,3.312637538897E-10,3.275388242006E-10,2.735393184241E-10,2.684355644371E-10,2.770755118062E-10,3.332847015534E-10
496,3.79003795349E-10,3.394886412521E-10,3.42661726579E-10,3.154834004108E-10,3.323184133119E-10,3.28702969921E-10,2.74944328963E-10,2.696051979449E-10,2.777451010357E-10,3.345784806357E-10
497,3.803074990656E-10,3.408872209511E-10,3.437236751738E-10,3.1643293785E-10,3.333482068094E-10,3.298458100829E-10,2.763472574684E-10,2.707604722011E-10,2.783909660538E-10,3.358534562233E-10
498,3.815881188288E-10,3.422669280158E-10,3.447611638495E-10,3.173591456831E-10,3.343523863973E-10,3.309665324644E-10,2.777474929424E-10,2.719010275198E-10,2.790126436769E-10,3.371087270914E-10
499,3.828452317513E-10,3.436267377293E-10,3.457738770062E-10,3.182617655298E-10,3.35330195862E-10,3.320643151583E-10,2.791444154334E-10,2.7302650091E-10,2.796096667073E-10,3.383433806262E-10
500,3.840784117813E-10,3.449656121025E-10,3.467614976821E-10,3.19140538367E-10,3.362808707268E-10,3.331383265292E-10,2.805373959923E-10,2.741365260632E-10,2.801815639194E-10,3.395564927728E-10
501,3.852872296923E-10,3.462824998133E-10,3.477237075523E-10,3.199952045317E-10,3.372036382159E-10,3.341877251704E-10,2.819257966301E-10,2.752307333414E-10,2.807278600448E-10,3.407471279836E-10
502,3.864712530732E-10,3.47576336145E-10,3.486601869283E-10,3.208255037231E-10,3.380977172199E-10,3.352116598607E-10,2.833089702742E-10,2.763087497645E-10,2.812480757573E-10,3.419143391665E-10
503,3.876300463185E-10,3.488460429253E-10,3.49570614757E-10,3.216311750048E-10,3.389623182609E-10,3.362092695219E-10,2.84686260725E-10,2.773701989978E-10,2.817417276586E-10,3.430571676322E-10
504,3.887631706179E-10,3.500905284657E-10,3.504546686196E-10,3.224119568079E-10,3.397966434566E-10,3.371796831751E-10,2.860570026132E-10,2.7841470134E-10,2.822083282634E-10,3.441746430434E-10
505,3.898701839471E-10,3.5130883348E-10,3.513120247313E-10,3.231675869325E-10,3.40600017639E-10,3.381221476742E-10,2.874205213562E-10,2.794418737105E-10,2.826474830698E-10,3.452659163792E-10
506,3.909506410572E-10,3.525005735882E-10,3.521423579398E-10,3.238978025508E-10,3.413722859319E-10,3.390364150376E-10,2.88776133115E-10,2.80451329637E-10,2.830591848761E-10,3.463306631515E-10
507,3.920040934649E-10,3.536655094408E-10,3.52945341725E-10,3.246023402093E-10,3.421134275579E-10,3.399223661901E-10,2.90123144751E-10,2.814426792434E-10,2.834435279137E-10,3.473686917029E-10
508,3.930300894429E-10,3.548034018985E-10,3.537206481978E-10,3.252809358312E-10,3.428234257475E-10,3.407798842132E-10,2.914608537825E-10,2.824155292373E-10,2.838006115604E-10,3.483798112503E-10
509,3.940281740095E-10,3.559140120401E-10,3.544679480995E-10,3.259333247187E-10,3.435022677657E-10,3.41608854362E-10,2.927885483419E-10,2.833694828975E-10,2.841305403706E-10,3.493638318957E-10
510,3.949978889191E-10,3.569971011694E-10,3.551869108005E-10,3.265592415557E-10,3.441499449386E-10,3.424091640823E-10,2.941055071324E-10,2.84304140062E-10,2.844334241071E-10,3.503205646363E-10
511,3.959387726517E-10,3.580524308237E-10,3.558772043001E-10,3.271584204099E-10,3.447664526797E-10,3.431807030275E-10,2.954109993843E-10,2.852190971149E-10,2.847093777712E-10,3.512498213752E-10
512,3.968503604035E-10,3.5907976278E-10,3.56538495225E-10,3.277305947354E-10,3.453517905165E-10,3.439233630754E-10,2.967042848125E-10,2.861139469751E-10,2.84958521634E-10,3.521514149323E-10
513,3.977321840767E-10,3.600788590635E-10,3.571704488289E-10,3.28275497375E-10,3.459059621172E-10,3.446370383457E-10,2.979846135726E-10,2.869882790827E-10,2.851809812672E-10,3.530251590542E-10
514,3.985837722696E-10,3.610494819546E-10,3.577727289915E-10,3.287928605627E-10,3.464289753168E-10,3.453216252166E-10,2.992512262181E-10,2.878416793878E-10,2.853768875743E-10,3.538708684251E-10
515,3.994046502665E-10,3.619913939964E-10,3.583449982176E-10,3.292824159261E-10,3.469208421441E-10,3.45977022342E-10,3.005033536572E-10,2.886737303373E-10,2.855463768209E-10,3.546883586773E-10
516,4.00194340028E-10,3.629043580022E-10,3.588869176361E-10,3.297438944888E-10,3.473815788476E-10,3.46603130668E-10,3.017402171092E-10,2.894840108627E-10,2.856895906665E-10,3.554774464017E-10
517,4.009523601811E-10,3.637881370631E-10,3.593981469997E-10,3.301770266728E-10,3.478112059226E-10,3.471998534508E-10,3.029610280616E-10,2.902720963681E-10,2.858066761943E-10,3.562379491584E-10
518,4.016782260089E-10,3.646424945554E-10,3.598783446832E-10,3.305815423008E-10,3.482097481376E-10,3.477670962729E-10,3.041649882268E-10,2.910375587175E-10,2.858977859433E-10,3.569696854871E-10
519,4.023714494409E-10,3.654671941478E-10,3.603271676835E-10,3.309571705988E-10,3.485772345602E-10,3.483047670603E-10,3.053512894987E-10,2.917799662223E-10,2.859630779382E-10,3.576724749176E-10
520,4.030315390432E-10,3.662619998094E-10,3.607442716182E-10,3.313036401985E-10,3.489136985844E-10,3.488127760998E-10,3.0651911391E-10,2.924988836294E-10,2.86002715721E-10,3.583461379805E-10
521,4.03658000008E-10,3.670266758168E-10,3.611293107248E-10,3.316206791396E-10,3.492191779567E-10,3.492910360555E-10,3.076676335882E-10,2.931938721083E-10,2.860168683816E-10,3.589904962178E-10
522,4.042503341446E-10,3.677609867615E-10,3.614819378601E-10,3.319080148721E-10,3.494937148028E-10,3.497394619863E-10,3.08796010713E-10,2.938644892391E-10,2.860057105887E-10,3.59605372193E-10
523,4.048080398683E-10,3.684646975577E-10,3.618018044992E-10,3.321653742592E-10,3.497373556537E-10,3.501579713623E-10,3.099033974729E-10,2.945102890001E-10,2.859694226209E-10,3.601905895021E-10
524,4.053306121914E-10,3.691375734497E-10,3.620885607346E-10,3.323924835791E-10,3.499501514727E-10,3.505464840826E-10,3.109889360216E-10,2.951308217551E-10,2.859081903975E-10,3.60745972784E-10
525,4.05817542713E-10,3.69779380019E-10,3.623418552752E-10,3.325890685277E-10,3.501321576816E-10,3.509049224914E-10,3.120517584356E-10,2.957256342413E-10,2.858222055094E-10,3.612713477308E-10
526,4.062683196086E-10,3.703898831922E-10,3.62561335446E-10,3.327548542212E-10,3.502834341874E-10,3.512332113957E-10,3.130909866701E-10,2.962942695572E-10,2.857116652499E-10,3.617665410988E-10
527,4.066825321803E-10,3.709688492484E-10,3.627467356443E-10,3.328896443454E-10,3.504040454087E-10,3.515312780818E-10,3.141058544452E-10,2.968362671495E-10,2.855767726459E-10,3.622313807183E-10
528,4.070601877004E-10,3.715160448265E-10,3.628981453983E-10,3.329935610037E-10,3.50494060302E-10,3.517990523326E-10,3.150960766913E-10,2.973511628013E-10,2.854177364888E-10,3.62665695505E-10
529,4.074014032976E-10,3.720312369327E-10,3.630157487099E-10,3.330668114975E-10,3.505535523887E-10,3.520364664446E-10,3.160614902204E-10,2.978384886197E-10,2.852347713649E-10,3.630693154699E-10
530,4.077063022241E-10,3.725141929482E-10,3.630997363034E-10,3.331096098147E-10,3.505825997811E-10,3.522434552446E-10,3.170019327302E-10,2.982977730231E-10,2.85028097687E-10,3.6344207173E-10
531,4.079750138911E-10,3.729646806365E-10,3.63150305663E-10,3.33122176666E-10,3.505812852093E-10,3.52419956107E-10,3.179172428127E-10,2.987286356139E-10,2.84797941725E-10,3.637837965191E-10
532,4.082076739035E-10,3.733824681506E-10,3.631676610703E-10,3.331047395218E-10,3.505496960475E-10,3.525659089707E-10,3.188072599643E-10,2.991310746798E-10,2.845445356365E-10,3.640943231978E-10
533,4.084044240953E-10,3.737673240412E-10,3.631520136412E-10,3.330575326484E-10,3.504879243404E-10,3.52681256356E-10,3.196718245944E-10,2.995051875481E-10,2.842681174984E-10,3.643734862646E-10
534,4.085654125645E-10,3.741190172634E-10,3.631035813633E-10,3.329807971446E-10,3.5039606683E-10,3.527659433816E-10,3.205107780352E-10,2.998510764419E-10,2.839689313373E-10,3.64621121366E-10
535,4.086907937087E-10,3.744373171846E-10,3.630225891334E-10,3.328747809784E-10,3.50274224982E-10,3.52819917782E-10,3.21323962551E-10,3.001688485075E-10,2.836472271605E-10,3.648370653071E-10
536,4.087807282597E-10,3.74721993592E-10,3.629092687945E-10,3.327397390236E-10,3.50122505012E-10,3.528431299236E-10,3.221112213475E-10,3.004586158429E-10,2.833032609871E-10,3.650211560625E-10
537,4.088353833191E-10,3.749728166996E-10,3.627638591735E-10,3.32575933096E-10,3.499410179125E-10,3.528355328227E-10,3.228723985813E-10,3.007204955255E-10,2.829372948788E-10,3.651732327864E-10
538,4.08854932393E-10,3.751895571565E-10,3.62586606118E-10,3.323836319902E-10,3.49729879479E-10,3.527970821618E-10,3.23607339369E-10,3.0095460964E-10,2.825495969706E-10,3.652931358232E-10
539,4.088395554278E-10,3.753719860534E-10,3.623777625339E-10,3.321631115162E-10,3.49489210337E-10,3.527277363069E-10,3.243158897969E-10,3.011610853064E-10,2.821404415021E-10,3.653807067184E-10
540,4.087894388446E-10,3.75519874931E-10,3.621375884227E-10,3.319146545356E-10,3.492191359677E-10,3.526274563245E-10,3.249978969298E-10,3.013400547077E-10,2.817101088482E-10,3.654357882285E-10
541,4.087047755749E-10,3.756329957868E-10,3.618663509187E-10,3.316385509987E-10,3.489197867353E-10,3.524962059984E-10,3.25653208821E-10,3.014916551183E-10,2.8125888555E-10,3.654582243322E-10
542,4.085857650954E-10,3.757111210827E-10,3.615643243262E-10,3.313350979805E-10,3.485912979132E-10,3.523339518468E-10,3.262816745214E-10,3.016160289315E-10,2.807870643458E-10,3.654478602403E-10
543,4.084326134635E-10,3.757540237529E-10,3.61231790157E-10,3.310045997175E-10,3.482338097105E-10,3.521406631393E-10,3.268831440887E-10,3.017133236877E-10,2.802949442021E-10,3.654045424068E-10
544,4.082455333522E-10,3.757615576809E-10,3.608690371677E-10,3.306473676443E-10,3.478475110663E-10,3.519163697116E-10,3.27457468597E-10,3.017836921023E-10,2.797828458578E-10,3.653281882298E-10
545,4.080247440851E-10,3.757339014848E-10,3.604763613967E-10,3.3026372043E-10,3.474327722683E-10,3.516613370745E-10,3.280045001458E-10,3.018272920932E-10,2.792511588538E-10,3.652189971839E-10
546,4.077704716719E-10,3.756713212702E-10,3.600540662017E-10,3.298539840148E-10,3.469900159356E-10,3.51375896024E-10,3.285240918701E-10,3.018442868097E-10,2.78700295823E-10,3.650772453585E-10
547,4.074829488435E-10,3.755740907908E-10,3.596024622972E-10,3.294184916466E-10,3.465196736154E-10,3.510603853083E-10,3.290160979487E-10,3.018348446592E-10,2.781306771277E-10,3.649032163166E-10
548,4.071624150869E-10,3.754424914878E-10,3.591218677914E-10,3.289575839173E-10,3.460221858279E-10,3.507151516675E-10,3.294803736146E-10,3.017991393363E-10,2.775427308967E-10,3.646972011338E-10
549,4.068091166805E-10,3.752768125305E-10,3.586126082237E-10,3.284716087999E-10,3.454980021099E-10,3.503405498746E-10,3.299167751635E-10,3.017373498499E-10,2.769368930629E-10,3.644594984369E-10
550,4.064233067292E-10,3.75077350856E-10,3.580750166019E-10,3.279609216842E-10,3.449475810592E-10,3.499369427757E-10,3.303251599639E-10,3.016496605515E-10,2.763136073997E-10,3.641904144426E-10
551,4.060052451998E-10,3.748444112094E-10,3.575094334398E-10,3.274258854143E-10,3.443713903793E-10,3.495047013303E-10,3.307053864657E-10,3.015362611632E-10,2.756733255591E-10,3.638902629964E-10
552,4.055551989556E-10,3.745783061838E-10,3.569162067938E-10,3.268668703243E-10,3.437699069228E-10,3.490442046516E-10,3.310573142104E-10,3.013973468053E-10,2.750165071082E-10,3.63559365611E-10
553,4.050734417922E-10,3.742793562602E-10,3.562956923011E-10,3.262842542754E-10,3.431436167362E-10,3.485558400472E-10,3.313808038397E-10,3.012331180247E-10,2.743436195666E-10,3.631980515055E-10
554,4.045602544721E-10,3.739478898478E-10,3.556482532163E-10,3.256784226922E-10,3.424930151039E-10,3.480400030592E-10,3.316757171052E-10,3.010437808223E-10,2.73655138444E-10,3.628066576438E-10
555,4.040159247603E-10,3.735842433239E-10,3.54974260449E-10,3.250497685993E-10,3.418186065927E-10,3.474970975047E-10,3.319419168778E-10,3.008295466813E-10,2.729515472766E-10,3.623855287736E-10
556,4.03440747459E-10,3.731887610739E-10,3.54274092601E-10,3.243986926579E-10,3.411209050955E-10,3.469275355164E-10,3.321792671571E-10,3.005906325952E-10,2.722333376649E-10,3.619350174647E-10
557,4.028350244432E-10,3.727617955315E-10,3.535481360036E-10,3.237256032021E-10,3.404004338759E-10,3.463317375824E-10,3.323876330805E-10,3.003272610954E-10,2.715010093109E-10,3.614554841483E-10
558,4.021990646954E-10,3.723037072186E-10,3.527967847549E-10,3.23030916276E-10,3.396577256125E-10,3.457101325871E-10,3.325668809326E-10,3.000396602794E-10,2.707550700548E-10,3.609472971553E-10
559,4.015331843412E-10,3.718148647854E-10,3.520204407572E-10,3.223150556694E-10,3.388933224428E-10,3.450631578517E-10,3.32716878155E-10,2.997280638387E-10,2.699960359127E-10,3.604108327553E-10
560,4.00837706684E-10,3.712956450504E-10,3.512195137541E-10,3.215784529551E-10,3.381077760077E-10,3.44391259174E-10,3.32837493355E-10,2.993927110864E-10,2.692244311136E-10,3.598464751952E-10
561,4.001129622406E-10,3.707464330404E-10,3.503944213679E-10,3.208215475252E-10,3.373016474954E-10,3.436948908691E-10,3.329285963154E-10,2.990338469857E-10,2.684407881365E-10,3.592546167379E-10
562,3.993592887759E-10,3.701676220307E-10,3.495455891369E-10,3.200447866274E-10,3.364755076861E-10,3.429745158101E-10,3.329900580038E-10,2.986517221775E-10,2.676456477478E-10,3.586356577013E-10
563,3.985770313384E-10,3.695596135852E-10,3.486734505527E-10,3.19248625402E-10,3.356299369957E-10,3.422306054679E-10,3.330217505819E-10,2.982465930083E-10,2.668395590382E-10,3.579900064966E-10
564,3.977665422952E-10,3.689228175961E-10,3.477784470975E-10,3.18433526918E-10,3.347655255204E-10,3.41463639952E-10,3.330235474146E-10,2.978187215582E-10,2.660230794604E-10,3.573180796676E-10
565,3.969281813671E-10,3.682576523242E-10,3.468610282813E-10,3.175999622098E-10,3.338828730808E-10,3.406741080508E-10,3.329953230799E-10,2.973683756691E-10,2.651967748656E-10,3.566203019289E-10
566,3.960623337918E-10,3.675645444388E-10,3.459216545354E-10,3.167484062136E-10,3.32982589266E-10,3.398625072718E-10,3.329370156283E-10,2.968958289719E-10,2.643612195413E-10,3.55897106205E-10
567,3.951694652546E-10,3.66843929058E-10,3.449608058993E-10,3.15879325386E-10,3.320652934781E-10,3.390293438822E-10,3.328488151031E-10,2.964013609154E-10,2.635169962482E-10,3.551489336688E-10
568,3.942500684402E-10,3.660962497885E-10,3.439789736309E-10,3.149931898388E-10,3.31131614976E-10,3.381751329494E-10,3.327309798885E-10,2.958852567936E-10,2.626646962574E-10,3.543762337805E-10
569,3.933046450747E-10,3.653219587658E-10,3.429766574089E-10,3.140904774457E-10,3.301821929201E-10,3.373003983809E-10,3.32583774931E-10,2.953478077736E-10,2.618049193876E-10,3.535794643264E-10
570,3.92333705967E-10,3.645215166938E-10,3.41954365371E-10,3.131716738769E-10,3.292176764163E-10,3.364056729651E-10,3.324074717715E-10,2.947893109238E-10,2.609382740425E-10,3.527590914572E-10
571,3.913377710513E-10,3.636953928857E-10,3.409126141525E-10,3.122372726345E-10,3.282387245599E-10,3.354914984117E-10,3.322023485782E-10,2.942100845952E-10,2.600653772477E-10,3.519155897275E-10
572,3.903173694285E-10,3.628440653032E-10,3.398519289245E-10,3.112877750872E-10,3.272460064804E-10,3.345584253918E-10,3.319686901795E-10,2.936105149385E-10,2.59186854688E-10,3.510494421339E-10
